,Region,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2005-07-01,Georgia,11,11,20,49,26,0,0,0,0,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,68,1,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,73,1,73,0,73,0,73,1,73,0,73,0,73,0,73,0,73,0,74,5,74,2,74,1,74,2,74,2,74,0,74,0,74,0,74,0
2005-08-01,Georgia,19,3,18,22,38,0,0,0,0,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,78,1,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,76,2,76,0,76,0,76,0,76,1,76,0,76,0,76,0,76,0,56,9,56,1,56,1,56,1,56,3,56,0,56,0,56,0,56,0
2005-09-01,Georgia,46,3,0,21,15,0,0,0,0,41,3,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,74,3,74,0,74,0,74,0,74,0,74,0,74,0,74,0,74,0,78,5,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,62,21,62,1,62,0,62,1,62,1,62,0,62,0,62,0,62,0
2005-10-01,Georgia,33,6,17,30,7,0,0,49,30,39,2,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,75,2,75,0,75,0,75,0,75,0,75,0,75,0,75,0,75,0,76,3,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,78,15,78,1,78,0,78,1,78,0,78,0,78,0,78,0,78,0
2005-11-01,Georgia,41,0,17,51,0,0,13,0,30,37,3,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,73,3,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,71,4,71,0,71,0,71,1,71,0,71,0,71,0,71,0,71,0,68,19,68,0,68,0,68,3,68,0,68,0,68,1,68,0,68,0
2005-12-01,Georgia,16,9,0,29,20,0,0,0,0,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,64,0,61,2,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,58,7,58,1,58,0,58,1,58,1,58,0,58,0,58,0,58,0
2006-01-01,Georgia,19,5,56,67,18,0,21,0,0,37,1,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,79,1,79,0,79,0,79,1,79,0,79,0,79,0,79,0,79,0,76,2,76,0,76,0,76,1,76,0,76,0,76,0,76,0,76,0,63,9,63,1,63,2,63,3,63,1,63,0,63,1,63,0,63,0
2006-02-01,Georgia,37,3,29,44,25,0,11,0,26,39,2,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,72,3,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,71,4,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,54,17,54,0,54,1,54,2,54,2,54,0,54,0,54,0,54,0
2006-03-01,Georgia,30,10,13,16,28,0,10,0,0,39,2,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,77,2,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0,76,3,76,0,76,0,76,0,76,0,76,0,76,0,76,0,76,0,67,14,67,2,67,0,67,1,67,2,67,0,67,0,67,0,67,0
2006-04-01,Georgia,49,18,14,84,18,0,21,41,0,36,3,36,0,36,0,36,1,36,0,36,0,36,0,36,0,36,0,70,4,70,0,70,0,70,1,70,0,70,0,70,0,70,0,70,0,76,5,76,1,76,0,76,1,76,0,76,0,76,0,76,0,76,0,65,23,65,3,65,0,65,4,65,1,65,0,65,1,65,0,65,0
2006-05-01,Georgia,35,14,26,54,27,0,39,0,0,44,2,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,70,3,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,69,4,69,0,69,0,69,1,69,0,69,0,69,0,69,0,69,0,63,16,63,2,63,1,63,3,63,2,63,0,63,2,63,0,63,0
2006-06-01,Georgia,27,5,0,16,28,0,21,0,0,37,2,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,75,2,75,0,75,0,75,0,75,0,75,0,75,0,75,0,75,0,70,3,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,50,12,50,1,50,0,50,1,50,2,50,0,50,1,50,0,50,0
2006-07-01,Georgia,34,2,0,23,11,0,20,0,0,37,2,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,68,3,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,70,4,70,0,70,0,70,0,70,0,70,0,70,0,70,0,70,0,52,16,52,0,52,0,52,1,52,1,52,0,52,1,52,0,52,0
2006-08-01,Georgia,30,0,11,34,14,0,35,0,0,42,2,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,71,2,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,73,3,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,49,14,49,0,49,0,49,2,49,1,49,0,49,1,49,0,49,0
2006-09-01,Georgia,40,13,12,42,39,0,53,68,0,36,3,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,72,3,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,71,4,71,0,71,0,71,0,71,1,71,0,71,0,71,0,71,0,63,18,63,2,63,0,63,2,63,3,63,0,63,2,63,1,63,0
2006-10-01,Georgia,38,14,11,39,27,0,66,0,0,38,2,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,77,3,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0,71,4,71,0,71,0,71,0,71,0,71,0,71,1,71,0,71,0,73,17,73,2,73,0,73,2,73,2,73,0,73,3,73,0,73,0
2006-11-01,Georgia,41,20,33,39,27,0,50,64,0,31,3,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,70,3,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,69,4,69,1,69,0,69,0,69,0,69,0,69,0,69,0,69,0,68,19,68,3,68,1,68,2,68,2,68,0,68,2,68,1,68,0
2006-12-01,Georgia,51,16,22,26,28,0,25,0,20,28,3,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,61,4,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,51,5,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,46,24,46,3,46,1,46,1,46,2,46,0,46,1,46,0,46,0
2007-01-01,Georgia,64,22,19,51,32,0,36,0,17,42,4,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,79,5,79,1,79,0,79,0,79,0,79,0,79,0,79,0,79,0,66,7,66,1,66,0,66,1,66,0,66,0,66,0,66,0,66,0,57,30,57,4,57,1,57,2,57,2,57,0,57,1,57,0,57,0
2007-02-01,Georgia,83,18,20,30,29,100,23,29,0,36,5,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,71,6,71,0,71,0,71,0,71,0,71,0,71,0,71,0,71,0,70,8,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,60,38,60,3,60,1,60,1,60,2,60,0,60,1,60,0,60,0
2007-03-01,Georgia,81,20,19,68,28,0,50,0,34,37,5,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,74,6,74,1,74,0,74,1,74,0,74,0,74,0,74,0,74,0,72,8,72,1,72,0,72,1,72,0,72,0,72,0,72,0,72,0,54,38,54,3,54,1,54,3,54,2,54,0,54,2,54,0,54,1
2007-04-01,Georgia,100,25,9,22,20,0,21,0,17,37,7,37,1,37,0,37,0,37,0,37,0,37,0,37,0,37,0,70,8,70,1,70,0,70,0,70,0,70,0,70,0,70,0,70,0,66,10,66,1,66,0,66,0,66,0,66,0,66,0,66,0,66,0,56,46,56,4,56,0,56,1,56,1,56,0,56,1,56,0,56,0
2007-05-01,Georgia,63,26,26,87,29,0,52,25,0,40,4,40,1,40,0,40,1,40,0,40,0,40,0,40,0,40,0,70,5,70,1,70,0,70,1,70,0,70,0,70,0,70,0,70,0,68,6,68,1,68,0,68,1,68,0,68,0,68,0,68,0,68,0,58,29,58,4,58,1,58,4,58,2,58,0,58,2,58,0,58,0
2007-06-01,Georgia,34,15,18,33,23,0,42,27,0,41,2,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,73,3,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,59,3,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,50,16,50,2,50,1,50,2,50,2,50,0,50,2,50,0,50,0
2007-07-01,Georgia,29,11,9,51,25,0,26,25,0,40,2,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,72,2,72,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,71,3,71,0,71,0,71,1,71,0,71,0,71,0,71,0,71,0,59,13,59,2,59,0,59,2,59,2,59,0,59,1,59,0,59,0
2007-08-01,Georgia,42,13,31,28,36,0,30,23,0,41,3,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,73,3,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,74,4,74,0,74,0,74,0,74,1,74,0,74,0,74,0,74,0,55,19,55,2,55,1,55,1,55,3,55,0,55,1,55,0,55,0
2007-09-01,Georgia,52,13,16,19,30,0,43,47,14,39,3,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,75,4,75,0,75,0,75,0,75,0,75,0,75,0,75,0,75,0,73,5,73,0,73,0,73,0,73,0,73,0,73,0,73,0,73,0,53,24,53,2,53,0,53,1,53,2,53,0,53,2,53,0,53,0
2007-10-01,Georgia,69,20,22,39,51,0,66,0,0,39,5,39,0,39,0,39,0,39,1,39,0,39,0,39,0,39,0,75,5,75,1,75,0,75,0,75,1,75,0,75,0,75,0,75,0,72,7,72,1,72,0,72,0,72,1,72,0,72,1,72,0,72,0,62,32,62,3,62,1,62,2,62,4,62,0,62,3,62,0,62,0
2007-11-01,Georgia,63,26,15,57,43,0,39,43,13,37,4,37,1,37,0,37,0,37,0,37,0,37,0,37,0,37,0,72,5,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,64,6,64,1,64,0,64,1,64,1,64,0,64,0,64,0,64,0,60,29,60,4,60,0,60,3,60,3,60,0,60,2,60,0,60,0
2007-12-01,Georgia,59,22,23,37,42,0,53,0,0,33,4,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,58,4,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,49,6,49,1,49,0,49,0,49,1,49,0,49,0,49,0,49,0,54,27,54,4,54,1,54,2,54,3,54,0,54,2,54,0,54,0
2008-01-01,Georgia,48,17,7,52,56,0,57,20,12,42,3,42,0,42,0,42,0,42,1,42,0,42,0,42,0,42,0,78,4,78,0,78,0,78,0,78,1,78,0,78,0,78,0,78,0,67,5,67,1,67,0,67,1,67,1,67,0,67,1,67,0,67,0,46,22,46,3,46,0,46,3,46,4,46,0,46,2,46,0,46,0
2008-02-01,Georgia,47,10,21,46,52,0,37,20,0,39,3,39,0,39,0,39,0,39,1,39,0,39,0,39,0,39,0,75,4,75,0,75,0,75,0,75,1,75,0,75,0,75,0,75,0,68,5,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,60,22,60,2,60,1,60,2,60,4,60,0,60,2,60,0,60,0
2008-03-01,Georgia,43,31,40,48,39,0,31,20,12,42,3,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,73,3,73,1,73,0,73,0,73,0,73,0,73,0,73,0,73,0,69,4,69,1,69,0,69,1,69,1,69,0,69,0,69,0,69,0,61,20,61,5,61,1,61,2,61,3,61,0,61,1,61,0,61,0
2008-04-01,Georgia,62,29,27,56,64,0,36,0,12,44,4,44,1,44,0,44,0,44,1,44,0,44,0,44,0,44,0,73,5,73,1,73,0,73,0,73,1,73,0,73,0,73,0,73,0,69,6,69,1,69,0,69,1,69,1,69,0,69,0,69,0,69,0,62,29,62,5,62,1,62,3,62,5,62,0,62,1,62,0,62,0
2008-05-01,Georgia,50,22,27,97,40,0,72,0,12,46,3,46,0,46,0,46,1,46,0,46,0,46,0,46,0,46,0,70,4,70,1,70,0,70,1,70,0,70,0,70,0,70,0,70,0,63,5,63,1,63,0,63,1,63,1,63,0,63,1,63,0,63,0,55,23,55,4,55,1,55,5,55,3,55,0,55,3,55,0,55,0
2008-06-01,Georgia,26,22,43,43,73,0,44,21,26,45,2,45,1,45,0,45,0,45,1,45,0,45,0,45,0,45,0,71,2,71,1,71,0,71,0,71,1,71,0,71,0,71,0,71,0,60,3,60,1,60,0,60,0,60,1,60,0,60,0,60,0,60,0,45,12,45,4,45,1,45,2,45,5,45,0,45,2,45,0,45,0
2008-07-01,Georgia,29,17,27,33,51,0,42,0,0,43,2,43,0,43,0,43,0,43,1,43,0,43,0,43,0,43,0,73,2,73,0,73,0,73,0,73,1,73,0,73,0,73,0,73,0,59,3,59,1,59,0,59,0,59,1,59,0,59,0,59,0,59,0,50,14,50,3,50,1,50,2,50,4,50,0,50,2,50,0,50,0
2008-08-01,Georgia,27,17,20,75,72,66,66,0,12,45,2,45,0,45,0,45,1,45,1,45,0,45,0,45,0,45,0,73,2,73,0,73,0,73,1,73,1,73,0,73,0,73,0,73,0,70,3,70,1,70,0,70,1,70,1,70,0,70,1,70,0,70,0,50,13,50,3,50,1,50,4,50,5,50,0,50,3,50,0,50,0
2008-09-01,Georgia,38,17,13,50,61,0,49,19,11,42,3,42,0,42,0,42,0,42,1,42,0,42,0,42,0,42,0,73,3,73,0,73,0,73,0,73,1,73,0,73,0,73,0,73,0,71,4,71,1,71,0,71,1,71,1,71,0,71,0,71,0,71,0,58,18,58,3,58,0,58,2,58,4,58,0,58,2,58,0,58,0
2008-10-01,Georgia,46,21,30,82,57,0,63,0,0,43,3,43,0,43,0,43,1,43,1,43,0,43,0,43,0,43,0,78,3,78,1,78,0,78,1,78,1,78,0,78,0,78,0,78,0,66,5,66,1,66,0,66,1,66,1,66,0,66,1,66,0,66,0,63,21,63,3,63,1,63,4,63,4,63,0,63,3,63,0,63,0
2008-11-01,Georgia,43,16,7,75,74,0,100,0,0,42,3,42,0,42,0,42,1,42,1,42,0,42,1,42,0,42,0,67,3,67,0,67,0,67,1,67,1,67,0,67,1,67,0,67,0,58,4,58,1,58,0,58,1,58,1,58,0,58,1,58,0,58,0,63,20,63,3,63,0,63,4,63,5,63,0,63,4,63,0,63,0
2008-12-01,Georgia,43,23,38,57,50,0,24,19,11,37,3,37,1,37,0,37,0,37,0,37,0,37,0,37,0,37,0,63,3,63,1,63,0,63,0,63,1,63,0,63,0,63,0,63,0,49,4,49,1,49,0,49,1,49,1,49,0,49,0,49,0,49,0,52,20,52,4,52,1,52,3,52,4,52,0,52,1,52,0,52,0
2009-01-01,Georgia,32,25,42,100,67,0,36,0,11,52,2,52,1,52,0,52,1,52,1,52,0,52,0,52,0,52,0,76,2,76,1,76,0,76,1,76,1,76,0,76,0,76,0,76,0,63,3,63,1,63,0,63,1,63,1,63,0,63,0,63,0,63,0,56,15,56,4,56,1,56,5,56,5,56,0,56,2,56,0,56,0
2009-02-01,Georgia,31,19,13,60,73,0,62,18,0,45,2,45,0,45,0,45,0,45,1,45,0,45,0,45,0,45,0,78,2,78,1,78,0,78,0,78,1,78,0,78,0,78,0,78,0,69,3,69,1,69,0,69,1,69,1,69,0,69,1,69,0,69,0,56,14,56,3,56,0,56,3,56,5,56,0,56,3,56,0,56,0
2009-03-01,Georgia,36,24,29,96,62,0,61,34,0,46,2,46,1,46,0,46,1,46,1,46,0,46,0,46,0,46,0,77,3,77,1,77,0,77,1,77,1,77,0,77,0,77,0,77,0,67,4,67,1,67,0,67,1,67,1,67,0,67,1,67,0,67,0,60,17,60,4,60,1,60,5,60,4,60,0,60,3,60,0,60,0
2009-04-01,Georgia,46,37,30,100,50,0,82,17,21,43,3,43,1,43,0,43,1,43,0,43,0,43,0,43,0,43,0,73,3,73,1,73,0,73,1,73,1,73,0,73,1,73,0,73,0,61,5,61,1,61,0,61,1,61,1,61,0,61,1,61,0,61,0,59,21,59,6,59,1,59,5,59,3,59,0,59,3,59,0,59,0
2009-05-01,Georgia,32,17,18,68,58,0,96,0,0,44,2,44,0,44,0,44,0,44,1,44,0,44,1,44,0,44,0,69,2,69,0,69,0,69,1,69,1,69,0,69,1,69,0,69,0,58,3,58,1,58,0,58,1,58,1,58,0,58,1,58,0,58,0,57,15,57,3,57,1,57,3,57,4,57,0,57,4,57,0,57,0
2009-06-01,Georgia,15,35,31,71,47,0,90,0,0,47,1,47,1,47,0,47,0,47,0,47,0,47,1,47,0,47,0,74,1,74,1,74,0,74,1,74,1,74,0,74,1,74,0,74,0,54,2,54,1,54,0,54,1,54,1,54,0,54,1,54,0,54,0,49,7,49,6,49,1,49,3,49,3,49,0,49,4,49,0,49,0
2009-07-01,Georgia,19,20,6,44,51,0,61,0,11,48,1,48,0,48,0,48,0,48,1,48,0,48,0,48,0,48,0,82,1,82,1,82,0,82,0,82,1,82,0,82,0,82,0,82,0,57,2,57,1,57,0,57,0,57,1,57,0,57,1,57,0,57,0,49,9,49,3,49,0,49,2,49,4,49,0,49,3,49,0,49,0
2009-08-01,Georgia,17,18,12,50,84,0,63,17,31,48,1,48,0,48,0,48,0,48,1,48,0,48,0,48,0,48,0,87,1,87,0,87,0,87,0,87,1,87,0,87,0,87,0,87,0,64,2,64,1,64,0,64,1,64,1,64,0,64,1,64,0,64,0,52,8,52,3,52,0,52,2,52,6,52,0,52,3,52,0,52,1
2009-09-01,Georgia,32,27,35,60,83,0,54,17,10,47,2,47,1,47,0,47,0,47,1,47,0,47,0,47,0,47,0,83,2,83,1,83,0,83,0,83,1,83,0,83,0,83,0,83,0,68,3,68,1,68,0,68,1,68,1,68,0,68,0,68,0,68,0,59,15,59,4,59,1,59,3,59,6,59,0,59,2,59,0,59,0
2009-10-01,Georgia,35,54,17,71,49,0,51,16,20,45,2,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,84,3,84,1,84,0,84,1,84,1,84,0,84,0,84,0,84,0,63,4,63,2,63,0,63,1,63,1,63,0,63,0,63,0,63,0,62,16,62,9,62,0,62,3,62,3,62,0,62,2,62,0,62,0
2009-11-01,Georgia,59,54,41,66,66,58,49,34,0,43,4,43,1,43,0,43,0,43,1,43,0,43,0,43,0,43,0,82,4,82,1,82,0,82,1,82,1,82,0,82,0,82,0,82,0,57,6,57,2,57,0,57,1,57,1,57,0,57,0,57,0,57,0,58,27,58,9,58,1,58,3,58,5,58,0,58,2,58,0,58,0
2009-12-01,Georgia,58,50,29,45,34,0,62,34,21,38,4,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,72,4,72,1,72,0,72,0,72,0,72,0,72,0,72,0,72,0,46,6,46,2,46,0,46,0,46,1,46,0,46,1,46,0,46,0,57,27,57,8,57,1,57,2,57,2,57,0,57,3,57,0,57,0
2010-01-01,Georgia,39,23,27,61,77,54,74,0,29,46,3,46,1,46,0,46,0,46,1,46,0,46,0,46,0,46,0,79,3,79,1,79,0,79,0,79,1,79,0,79,1,79,0,79,0,60,4,60,1,60,0,60,1,60,1,60,0,60,1,60,0,60,0,55,18,55,4,55,1,55,3,55,5,55,0,55,3,55,0,55,0
2010-02-01,Georgia,45,47,17,68,64,0,78,17,30,44,3,44,1,44,0,44,0,44,1,44,0,44,0,44,0,44,0,75,3,75,1,75,0,75,1,75,1,75,0,75,1,75,0,75,0,63,5,63,2,63,0,63,1,63,1,63,0,63,1,63,0,63,0,59,21,59,8,59,0,59,3,59,5,59,0,59,3,59,0,59,0
2010-03-01,Georgia,32,26,51,55,66,0,74,15,27,44,2,44,1,44,0,44,0,44,1,44,0,44,0,44,0,44,0,100,2,100,1,100,0,100,0,100,1,100,0,100,0,100,0,100,0,67,3,67,1,67,0,67,1,67,1,67,0,67,1,67,0,67,0,57,15,57,4,57,1,57,3,57,5,57,0,57,3,57,0,57,0
2010-04-01,Georgia,36,23,27,85,91,0,66,0,10,45,2,45,1,45,0,45,1,45,1,45,0,45,0,45,0,45,0,78,3,78,1,78,0,78,1,78,1,78,0,78,0,78,0,78,0,61,4,61,1,61,0,61,1,61,1,61,0,61,1,61,0,61,0,55,17,55,4,55,1,55,4,55,6,55,0,55,3,55,0,55,0
2010-05-01,Georgia,20,31,28,57,77,0,85,49,10,45,1,45,1,45,0,45,0,45,1,45,0,45,0,45,0,45,0,68,2,68,1,68,0,68,0,68,1,68,0,68,1,68,0,68,0,58,2,58,1,58,0,58,1,58,1,58,0,58,1,58,0,58,0,55,9,55,5,55,1,55,3,55,5,55,0,55,4,55,0,55,0
2010-06-01,Georgia,10,13,17,35,61,0,58,17,0,47,1,47,0,47,0,47,0,47,1,47,0,47,0,47,0,47,0,71,1,71,0,71,0,71,0,71,1,71,0,71,0,71,0,71,0,48,1,48,0,48,0,48,0,48,1,48,0,48,1,48,0,48,0,47,5,47,2,47,1,47,2,47,4,47,0,47,2,47,0,47,0
2010-07-01,Georgia,8,15,15,48,49,0,66,15,9,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,66,1,66,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,46,1,46,1,46,0,46,1,46,1,46,0,46,1,46,0,46,0,50,4,50,2,50,0,50,2,50,3,50,0,50,3,50,0,50,0
2010-08-01,Georgia,11,15,10,58,40,0,29,14,0,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,69,1,69,0,69,0,69,0,69,0,69,0,69,0,69,0,69,0,57,1,57,1,57,0,57,1,57,1,57,0,57,0,57,0,57,0,50,5,50,2,50,0,50,3,50,3,50,0,50,1,50,0,50,0
2010-09-01,Georgia,20,25,15,53,100,0,60,0,0,43,1,43,1,43,0,43,0,43,1,43,0,43,0,43,0,43,0,69,2,69,1,69,0,69,0,69,1,69,0,69,0,69,0,69,0,58,2,58,1,58,0,58,1,58,2,58,0,58,1,58,0,58,0,54,9,54,4,54,0,54,3,54,7,54,0,54,2,54,0,54,0
2010-10-01,Georgia,21,18,9,60,57,0,56,13,24,39,1,39,0,39,0,39,0,39,1,39,0,39,0,39,0,39,0,68,2,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,54,2,54,1,54,0,54,1,54,1,54,0,54,1,54,0,54,0,65,10,65,3,65,0,65,3,65,4,65,0,65,2,65,0,65,0
2010-11-01,Georgia,21,24,62,74,72,0,47,52,8,37,1,37,1,37,0,37,1,37,1,37,0,37,0,37,0,37,0,65,2,65,1,65,0,65,1,65,1,65,0,65,0,65,0,65,0,50,2,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,75,10,75,4,75,2,75,4,75,5,75,0,75,2,75,1,75,0
2010-12-01,Georgia,23,24,22,48,35,0,44,13,24,33,2,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,55,2,55,1,55,0,55,0,55,0,55,0,55,0,55,0,55,0,37,2,37,1,37,0,37,1,37,1,37,0,37,0,37,0,37,0,59,11,59,4,59,1,59,2,59,2,59,0,59,2,59,0,59,0
2011-01-01,Georgia,16,12,22,45,53,0,60,16,10,36,1,36,0,36,0,36,0,36,1,36,0,36,0,36,0,36,0,61,1,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,48,2,48,0,48,0,48,0,48,1,48,0,48,1,48,0,48,0,53,8,53,2,53,1,53,2,53,4,53,0,53,2,53,0,53,0
2011-02-01,Georgia,22,14,15,57,50,0,46,17,5,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,58,2,58,0,58,0,58,0,58,1,58,0,58,0,58,0,58,0,48,2,48,0,48,0,48,1,48,1,48,0,48,0,48,0,48,0,53,10,53,2,53,0,53,3,53,4,53,0,53,2,53,0,53,0
2011-03-01,Georgia,20,18,21,47,57,26,34,15,5,35,1,35,0,35,0,35,0,35,1,35,0,35,0,35,0,35,0,59,2,59,0,59,0,59,0,59,1,59,0,59,0,59,0,59,0,45,2,45,1,45,0,45,1,45,1,45,0,45,0,45,0,45,0,64,9,64,3,64,1,64,2,64,4,64,0,64,1,64,0,64,0
2011-04-01,Georgia,16,15,28,50,61,27,38,0,20,37,1,37,0,37,0,37,0,37,1,37,0,37,0,37,0,37,0,56,1,56,0,56,0,56,0,56,1,56,0,56,0,56,0,56,0,44,2,44,1,44,0,44,1,44,1,44,0,44,0,44,0,44,0,58,8,58,2,58,1,58,2,58,4,58,0,58,2,58,0,58,0
2011-05-01,Georgia,18,15,19,51,47,0,40,0,24,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,52,1,52,0,52,0,52,0,52,1,52,0,52,0,52,0,52,0,43,2,43,1,43,0,43,1,43,1,43,0,43,0,43,0,43,0,53,8,53,2,53,1,53,3,53,3,53,0,53,2,53,0,53,0
2011-06-01,Georgia,11,14,11,25,40,0,42,0,5,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,39,1,39,1,39,0,39,0,39,1,39,0,39,0,39,0,39,0,54,5,54,2,54,0,54,1,54,3,54,0,54,2,54,0,54,0
2011-07-01,Georgia,12,9,18,34,36,0,50,15,9,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,41,1,41,0,41,0,41,0,41,1,41,0,41,0,41,0,41,0,49,6,49,1,49,1,49,2,49,3,49,0,49,2,49,0,49,0
2011-08-01,Georgia,13,12,10,46,57,0,35,0,9,39,1,39,0,39,0,39,0,39,1,39,0,39,0,39,0,39,0,66,1,66,0,66,0,66,0,66,1,66,0,66,0,66,0,66,0,46,1,46,0,46,0,46,0,46,1,46,0,46,0,46,0,46,0,52,6,52,2,52,0,52,2,52,4,52,0,52,1,52,0,52,0
2011-09-01,Georgia,15,14,5,46,59,0,45,7,0,36,1,36,0,36,0,36,0,36,1,36,0,36,0,36,0,36,0,65,1,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,43,2,43,1,43,0,43,0,43,1,43,0,43,0,43,0,43,0,55,7,55,2,55,0,55,2,55,4,55,0,55,2,55,0,55,0
2011-10-01,Georgia,15,14,19,45,54,23,31,7,8,34,1,34,0,34,0,34,0,34,1,34,0,34,0,34,0,34,0,62,1,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,41,2,41,1,41,0,41,0,41,1,41,0,41,0,41,0,41,0,58,7,58,2,58,1,58,2,58,4,58,0,58,1,58,0,58,0
